Id,Price
12743,99439.21517922808
5132,122799.48903475588
1619,274074.3381828061
2428,97257.46114121209
16741,169264.55707800353
13193,214343.9415094074
12588,464755.0585241315
5067,171396.43718853442
14685,126376.29405595556
2292,179758.81362415943
5746,126803.7764568805
12578,161407.36014677907
14834,166470.75380934353
2147,172636.32444375663
8222,129922.87032864243
10419,276802.8951570705
11492,208686.5624161224
3006,216733.77705541995
8761,196119.34205178102
15371,352807.1444279669
16367,170725.2958591628
6317,260432.82597269013
10878,252804.28749244247
3895,164269.29289292428
8041,170261.47401104815
13428,464602.32116134075
14669,163323.29537909522
1006,179408.04114815165
12271,180087.53886177004
3764,391244.86433832
7675,201283.707526955
11709,272005.97484026616
8629,152819.79276464216
1105,461825.11709502875
6096,186811.1426306903
11727,212959.536028658
5157,183219.34778531938
3679,136143.81356082315
1755,161248.36961617618
7391,162653.22550221597
7425,102311.74021265011
6882,429722.64992597426
10752,350044.31056025886
7472,206197.18621311936
14320,98807.13363275107
9596,162405.30462879568
5317,215895.09216878857
7378,82939.40662279801
16154,184729.75129979715
3464,200480.25715921388
4197,232946.22657144748
9477,117531.26903300188
12705,207339.63055358117
16426,192385.2987374483
1481,68677.63716320024
9946,242358.7278321564
12025,222006.7140508117
5341,228899.13804442395
9923,291958.17875778564
7953,300015.45084842516
11066,264960.35004094866
5037,170586.5036925501
2509,191751.5506850857
4937,303549.8171028237
12089,409498.0653062554
4964,171223.54834781736
16500,266031.8479853426
4625,145463.4429210281
2363,395372.478516986
8148,188734.72939325226
3804,180009.42967080674
4584,159920.55448487657
10694,110624.33281753906
2691,171712.62601242494
2983,232518.0025483338
13563,370102.5401903787
10747,215267.98961419382
1721,208458.2163287418
2789,287296.44687394897
7214,247803.9733203717
8659,221882.34155300536
5107,302291.29404125735
3843,219358.04895213168
14610,410231.9740424886
15505,164871.46943020946
5060,253535.7641694325
16055,245229.3394712435
14963,204949.62599995013
4118,151992.87709894028
1672,198312.29594333444
3209,185024.27863859746
16515,143849.17062439868
973,173931.69290500076
12529,189284.88528624305
5896,122793.67001964244
5450,288736.6339380526
3249,158275.88541421638
8911,174640.3749007605
5898,219793.5511528493
1024,179023.0808633426
4766,205309.31571774013
15804,188988.76099770755
14303,214899.1040489435
10707,175298.09487915487
6605,202073.7181679589
1138,403136.82968230225
14088,412153.82564486196
9154,196889.03010573942
8190,201823.62185116575
398,278252.46151011775
13302,235562.6889002247
9696,164109.8426206301
16786,116544.26829915927
16230,217091.43544883933
6552,185152.6684102746
923,228431.51709443625
9602,320120.6285865441
5857,258708.4061038799
8120,175250.83965341732
7134,186277.12257115473
11726,168404.3742456612
8069,115602.1724900218
12420,168741.99261883303
8604,202443.60616605348
4854,272591.2473090399
12212,201123.0481923789
12099,341036.66339507175
3882,438434.71226631745
6995,283774.44833425136
10172,216698.95161171633
11672,254269.40554409297
12897,272901.24970968714
16097,184509.76417143506
6779,287045.55882831104
11199,198213.0856092957
10816,408264.45015830494
143,396226.70459126367
5399,229573.17395476275
3286,153226.17875097477
13706,219107.383471031
1935,388819.61978824565
16000,185756.92929166637
2860,222210.6433249309
11407,196326.5875187049
16378,277379.9910007763
12278,183178.10324884814
3842,152794.138590389
2692,341303.47899067006
7699,190357.95649782222
6825,290937.8370255403
7268,269983.99098264176
1477,418875.4399818723
9887,172412.74930373824
9436,192094.50542405865
3179,230029.3554120725
1350,470879.1626619547
10643,204545.13301539802
5793,227316.739706096
11494,454643.0977600988
4206,183594.32542866806
12419,231021.50557347003
8530,242752.5746316573
5985,121776.09689658409
8908,195602.03439825782
256,126542.33509730827
7234,171627.49367508356
5648,221220.76498146367
3014,237840.74949698467
2184,194951.33946621887
9189,266783.71709678916
14884,199295.6212328217
10333,244915.31304724806
15896,139024.85713253872
13269,137770.93952189723
8603,261429.2119030662
15087,176565.97933888438
4344,198287.4069857411
7981,72973.44739276354
10908,250056.6702455173
6190,163891.67493161344
11742,205693.9089687039
9224,144397.09965429638
14667,214813.45292872953
458,184756.59873262778
2464,337415.24808347854
12320,226604.2807442402
278,233574.43074555826
2912,249522.56777591616
6698,222581.32767199946
4510,116809.22751602411
4183,182765.52309939303
5551,219333.9276880438
12187,180975.93847087625
7948,221232.07791284035
10808,183988.28336954358
12432,182975.60562879415
5356,183570.04556461985
8984,455400.737431262
9203,181683.5549520357
15412,85340.77196580126
12041,134615.6391577287
7644,246708.58549548237
7071,193433.16257027283
10685,170066.72966193152
6763,194460.16917373682
940,136390.16814753565
14959,201046.83353025184
1338,153501.16800226973
5351,129334.60747916444
6524,196430.48241205144
12516,147017.53460750307
3288,246348.73043853443
3146,212725.8617904592
3954,184482.2709899135
11955,172287.57726384784
1211,217515.37167566654
15668,211928.9050903947
1320,88951.48018664075
9108,184641.78541520797
16482,155412.61640619324
5017,145190.30931706738
8290,218293.52355830677
4304,394555.30072352133
1930,205885.10128754453
12530,169778.9375771643
11295,329063.35566776735
3002,144789.25072731075
15483,156834.65720214657
11525,217051.11517525223
13978,130185.13168233857
4885,140784.01135472304
8325,176208.4644203843
3630,133351.4540452517
9165,154210.08213520193
13945,224497.79812558807
10663,191985.3442514032
14803,179346.91132283973
7621,173577.5567432903
8205,217731.95906722455
10387,225133.41715142925
5457,153019.11207166902
10234,365205.69696303597
6251,171607.5633663783
701,246025.2458676019
7930,177202.8680503427
15028,130768.6041660915
12172,70607.09468047507
5805,186990.98759426162
7411,276954.5638056059
14806,187151.8937654038
7890,165133.7177370588
10440,142747.32651542194
14926,164216.99200734246
5381,149555.11889328028
3800,376090.1297383843
10511,239052.73016163093
9324,223323.4006650219
3313,207357.63014971136
7351,147451.54752020247
8459,193060.62112506942
9957,124433.63210447917
12024,151946.8778213544
4380,232815.99565586264
5042,159240.94339050076
13289,146295.10233916139
13407,412007.9259775824
13258,151580.59358220125
15993,236627.53247381042
12525,174628.92046696617
4062,231576.95429246844
12065,244816.8715119202
8227,186305.83314397238
11333,167462.65632321627
2867,139090.37003426562
3319,243630.6009905458
3523,318396.4766981988
7055,209857.04406226228
14930,186709.5595712784
3444,133913.4283478082
2940,313321.433612475
6935,359690.4190731549
16116,340006.29359981307
13370,255516.1452175174
6103,225355.57794108134
7446,169777.9595594274
1859,180007.5688687429
4079,189944.6987303089
3228,165698.7114545993
9665,165719.15337594456
15957,399515.3576249608
11533,171052.5289751073
2314,120558.88062681003
4096,221663.31629999715
13437,177731.2729278716
5980,203320.32670505482
2008,182759.5444145096
6754,173204.6268579219
4129,153266.8580027137
14557,294327.87297765294
7096,287372.2493640234
14297,242709.1863360377
3967,215740.86561384704
16485,115753.22103557484
13075,346794.7884164801
14289,191255.6696191719
10988,160662.20194996224
3230,150531.92297497852
13250,176695.42613070962
2559,200345.48800481693
7739,393579.54477839515
7213,166524.7784491088
6639,221170.43382055196
3164,279845.3191329099
15207,164491.54783190033
5113,181837.34126325967
3929,141704.98656241325
14493,259381.17031793244
11110,206786.65822415214
2033,198996.49948229437
16057,212526.21027981574
16709,236335.4325996777
14313,153142.4871313327
1028,293993.8084970603
7187,103951.41182336133
3738,321868.0968179012
9869,316548.2860793681
12644,200916.46002065326
3686,124318.37267864437
9196,270938.8501004789
12326,205148.90514811265
4936,193651.35913006504
13314,177976.03018919687
9857,341640.4349364546
519,183968.07841360074
8410,175389.109002598
1720,175639.43833355614
10341,233054.33517099888
14415,199600.64312007808
10613,273834.8391537196
8027,215037.03808315273
15539,269286.21743782586
7431,272543.0837131338
1370,139541.8662421823
12708,149972.94656068267
2250,220150.8813998657
14758,144672.3934222227
8525,385076.0604072551
1538,308594.6507385923
1142,141724.30848995576
1152,254596.41176671925
9802,187119.36745768425
3331,298193.117085897
15203,177403.0005788929
4247,183518.61231533496
1976,425913.49223693967
2346,186030.62524255176
10078,243113.67940218654
1938,208600.17911185548
7819,199501.86041932495
2168,240035.4208891156
15634,217237.97279982697
8465,215095.78385041826
9313,158988.14274207436
6539,130686.8524506366
6325,99505.21168429113
13442,250330.50933918223
9967,168597.40396781464
7893,238697.27734498476
2861,201862.17156613834
11031,301658.41974874603
15073,146135.69840387182
13837,166898.6953381437
2524,254324.19590570906
8617,212053.35380022158
13513,184940.2051187267
3081,307247.1061921944
10675,414734.4928735705
1907,84626.37368726602
4872,238598.3904881316
16274,445591.11004343716
11837,232573.27828473807
16577,223655.06096686714
5231,286682.45111721236
11315,291049.67400233634
273,224419.80888952644
8363,198531.78732302794
4255,212296.42963879035
16330,248597.41420376234
11528,186615.1998204654
14799,282409.5049400167
1611,241378.9806204655
9234,183917.11862221383
1633,113051.11028664332
6791,212156.27074702457
11567,403465.446240465
3070,244034.3432211233
12094,244288.97919313918
14335,309100.7157158733
137,168857.01712238646
7182,163512.919002642
11718,183432.27886581828
5194,99327.55241158689
97,366208.61207161134
5118,388356.85693563573
13920,319206.6354867803
9952,205314.17989884148
15337,215675.08833674368
10243,215054.57558396255
4048,427283.14456334687
171,148747.01726246963
11378,161366.9706731131
14190,174892.41160973997
15265,123436.7628724333
2740,134846.57568918937
5573,246814.0862613318
4481,210539.7271156557
2631,150609.7575024429
4984,245850.8315245608
16466,176128.96159038067
16716,124892.95275893278
15325,183488.03499709108
10115,173981.63525740165
117,539712.2614130495
5476,104660.53937158115
11757,197245.79888714195
12359,132735.44770582073
15546,187203.17138994246
8133,162377.77565582207
9018,423819.72742929496
2075,162963.682291403
11170,296325.033410938
15733,205769.7065614908
9280,141403.52457674211
10734,347255.3555691711
14071,166094.3411895471
7373,226150.16777954102
14736,189462.09052130472
3458,113715.22432125076
6183,161798.02795515166
7825,210994.5653845223
16775,196094.9205765551
5717,166507.33220186149
12397,136420.34885199703
8189,478251.1754554157
4423,212813.4616848181
3994,136862.24930401042
10342,186967.6284995493
10051,176730.4636070787
9453,147351.76643105486
12593,481885.75493666186
1274,89271.98937628999
6933,357183.06717092224
1761,145372.6811558936
7157,347065.6492429638
15169,144634.6012295236
6792,316879.84535351535
13830,176960.59640551044
7240,233699.2963748442
3051,265814.68104727677
6550,106314.99047536943
4603,181566.83715950936
5729,171254.12295123853
13473,315848.41826066485
15104,136696.71542347342
6599,381122.5286435946
2216,259621.87621391684
8721,311501.5068268517
3645,186961.39473567586
8664,219262.76651181997
11001,208424.4663251829
753,160738.1241436973
8129,225795.52272698088
15235,172441.52236708187
3359,215098.429564104
10424,201966.73851115853
10226,234615.9028600615
9252,193464.31716870924
3008,243309.08427255665
5849,175272.71131695955
8494,182568.80261632323
6764,243808.69189939738
12445,285210.66673346935
11716,180447.6302931792
4508,122558.59306794108
5669,202858.5733076859
11427,141535.28753633102
11065,186936.09279193473
8910,233226.80198914523
16401,324267.88012831635
11913,153972.12210528643
6221,211445.31841097714
10839,185864.6413729186
2809,216614.67530015745
13311,164052.40591487233
6866,203151.08545831547
6019,170344.3586358727
3024,168431.66469794203
1391,230202.70353924253
15904,204531.24147207796
15858,299993.2935021572
9911,280041.0054091895
16579,216029.39922222638
4394,252002.37499502476
1468,465823.776051056
12965,149125.525582272
2249,193640.89424391507
14384,155142.54982069778
13040,129168.7550968099
8872,138049.21390739278
12864,246768.46423150785
15712,165949.49028729217
14049,193176.952351799
1840,124215.71653924767
12019,174807.057122453
8948,168940.01836501717
15154,254863.41945599215
6943,152950.6406264083
12564,384835.9089766025
12766,162423.80247724676
7255,236058.43251451902
7962,156380.87948926864
709,130599.82771475261
4634,136722.52694197153
889,223863.2904653141
4774,126262.46133523324
13890,179076.69456317168
15431,139174.60327517838
8726,314128.83905243693
10373,143054.2840037606
6413,180678.52325116555
9761,128024.38609546312
15864,139239.5936712726
6147,143161.25589216113
3384,233431.6061245726
320,240319.02019044128
8006,172154.7876903187
14395,173529.96412978548
14976,103305.52344856125
12185,218487.06435490178
4779,142323.75942538155
8551,159565.748350408
9025,274727.6295318323
10616,224010.3965871748
7475,102103.29037980105
6341,322904.99162077485
14163,146911.1378511741
2211,178730.52359550004
10532,301993.5391353492
14338,143334.17613351787
831,176034.7169418581
3382,183371.68841277936
9209,295710.18318576494
7188,230050.46558683476
7197,213560.07562211674
11270,168624.08290087787
15918,86452.29522527978
6937,413780.7459395217
6178,182380.08404346436
10668,113990.14908436494
1413,282714.5702150208
6884,360888.78508722514
8266,193006.44140165832
14019,190744.1387782124
16764,149311.2089378345
15306,167975.8300869393
3740,209677.70696487784
5298,202097.06584037238
8319,175706.6567135553
4229,174307.6107785152
13429,185178.65775127217
1753,389728.9131699933
860,243533.77669229876
14219,151720.06659126058
12113,187494.60144965808
11309,145691.93984753214
9930,212458.81216162644
10570,193707.3758708024
2839,156091.26511698336
6699,123300.49445531824
16647,115836.72870003314
5325,237928.01540468007
13733,159347.6010055879
7818,317492.5816769779
12505,225333.5723181931
9489,187264.38859158353
10106,183363.75252919015
7864,227620.14724900044
5134,354738.3415714164
11859,141880.2861657045
7440,339096.1741379435
1525,289612.6558330837
7339,184775.25273284572
8,317527.20671598904
3248,122158.65140466903
8995,225004.14992012328
15178,69267.0893538255
8594,164038.9976263944
15770,239835.4212454548
15859,335079.7246239539
1735,318267.35698929726
11410,480253.13508753176
16397,155301.66869163982
3572,133097.45251025344
5501,113222.99175457754
969,196702.19348210146
6977,486830.8404761146
1233,178495.66390421934
4258,162604.9195299116
90,364787.14059077663
16650,178406.33597811818
197,104328.4954784768
12514,235314.4495212454
4367,182414.02449021605
3199,217849.60105895362
5600,191184.2376010248
11641,187609.61110006194
14609,121962.48962737499
12775,161593.90354501118
14240,180195.32163081627
7933,177799.40327421293
6945,354750.62581631006
14006,196113.19734324678
6320,263935.87150979316
12061,201849.6797909662
16369,226840.85655228636
16354,386496.04659412534
3970,288294.50881471916
1048,207284.77434548154
3639,214317.40935292526
14448,243776.32630583592
2812,402953.70375997724
3932,151477.73368664077
14875,311274.6182245439
8883,115334.01873274978
7622,311809.1779680314
7252,121575.7819132733
9751,172250.80426302762
2378,188369.61541526337
6816,251259.92094829562
15358,173857.8431641555
7843,133814.89518075046
10448,373336.23166072235
7840,288587.32488807756
8880,245280.64985847508
12551,367273.6870775279
15470,203277.84196667955
16207,193075.43527844117
12123,125070.91326333683
15247,379554.6985705429
7481,196425.46402939345
16171,325332.4595865189
7461,327317.08719889395
902,333202.772396631
13094,174994.83373536958
11584,244090.98466964014
4462,184111.00420013187
15576,151522.32997874456
16606,247110.5247264004
5427,288547.93471165805
7725,166452.55249592714
5409,180408.17961149255
12579,127585.00834211361
12013,242498.85705557495
11321,219460.3209053359
9932,145514.13226519994
591,147816.1006702724
10357,200031.13874642615
3336,232925.02469814493
13,189731.758612052
4809,214506.18843385694
7555,156293.54534936533
15172,323963.7622920142
6989,155264.97536810776
4707,181017.58584654913
2046,222001.01048400573
6495,90900.53494526353
3873,193080.04355309624
7061,202444.1640196195
12112,221861.36663255765
8917,257229.56289791476
7735,166916.30057471799
16442,214666.72731687877
4244,174961.0472211827
3747,220763.22602067076
11086,178891.38763943152
10080,213339.95469762717
15057,305172.22781527316
1331,205046.93320546896
8891,157386.79579309147
13411,204027.8778093633
16730,217358.41980742756
2267,202592.75608332866
3022,182729.0553145659
11190,214936.10173137698
11857,192686.1993323191
9318,186070.19832199893
16512,169280.51770357214
2053,216826.88881190176
13707,114470.95179432751
12143,168087.499919282
14080,163658.17936849114
6130,178065.8598329765
7936,80962.53772573969
10101,166892.03237735553
5663,193631.17836742313
14811,126607.86267767895
1366,189957.80098676845
908,202144.51295390606
2953,125805.56667693364
14629,139881.96423466105
15096,363064.26515141135
2115,196716.36799357034
11770,166471.82958696765
12701,186583.2291448703
14584,128730.2425083887
1893,392374.63776499324
9501,453346.56283333787
2138,122963.4625039315
9346,212604.7687381216
15960,334338.4086008365
8230,165537.89182394033
13843,224182.39976105117
13810,232133.71386908038
15650,181894.66903742394
9974,144713.34466496974
12200,184925.1374628501
538,189751.1524622009
5334,194998.18761647254
14823,118535.04892999852
4817,171176.39912188248
9041,181049.9721912103
4359,274190.59626594087
4852,232279.82674783096
10141,141500.95782718126
1503,211170.84721707937
16256,448248.09092358156
683,103340.25692729147
14382,185606.45842550456
7248,212078.39886865162
1200,173260.1585449856
3563,172573.73128615093
3681,398178.5235706522
3053,263947.8676150531
4099,208932.7697583862
807,135902.00792513293
4658,296825.1023043051
3535,181051.3168106433
12548,152978.2473016196
10488,199026.9873320937
5851,147880.73453990545
13736,191801.81874423724
875,172161.84650482968
14449,156878.18862952953
3958,337071.1761381487
10727,181018.87880519076
11296,132694.33494354103
13646,246246.1616711813
9599,240558.4443285232
7135,281084.3052040134
5943,320155.003198831
2695,289754.1711381901
6766,215055.9216185063
5630,196166.36179105128
13586,202600.66947881714
3507,397832.8717813209
10014,136968.2274773847
459,248386.54590895728
3582,276108.61988523277
8560,250092.99403814244
3372,186675.11367332182
13109,251304.84827676803
8160,236750.41037356306
10706,246282.6445631046
9104,336600.44595931127
2870,199341.86410797507
13712,158245.89796248253
13924,132336.5041265128
798,261970.4264109304
9750,445844.9175100322
16248,391679.8533106528
3170,187415.67142843787
12700,246553.16573420685
10601,135699.89722449714
514,188682.0582991571
4010,318378.83344827895
8124,158013.44550222845
10800,170872.39594777193
13628,194161.10943165273
11637,150478.34411312823
781,168772.39104461524
16156,190837.29282892577
12618,260429.53448476977
9766,152100.91581477725
15987,240127.98810572177
11051,329317.2790993649
7673,225553.83416657866
1245,385226.3275828505
2443,160154.7194089023
7413,103041.92701332943
310,141549.35370807914
10921,247720.6908428774
8709,94776.22499958445
12404,341427.19265987986
14986,223929.62947614415
10714,300667.3994093238
14286,199040.40774976564
13828,340132.26716244547
8926,390292.855246872
12233,178145.84742198882
3913,196859.46330756604
5221,223981.25734923535
14965,91872.97129228961
862,178554.3218302463
13907,136544.991066801
5418,190836.2683963205
2045,176289.24261310633
13321,204069.51146997444
2762,239753.32234796823
13888,170114.30512855775
14962,146945.5328638053
13305,391136.47552827053
8487,253744.14788736205
7146,170613.30702512714
1134,183693.69085450005
15092,341207.497297012
13760,272458.93234901794
11958,420446.7993390593
3177,177325.0835999839
11350,197957.801391431
1524,108104.21609022366
5527,233827.1964013385
2872,196581.5742610317
8602,369352.76986022666
3067,319102.63471640606
10435,232560.16572304792
11222,214979.51307244148
8700,176056.34240111933
10961,221933.3306552584
14305,204831.42565495387
8362,270161.2574792126
4979,153080.92072419525
7180,352527.6463339211
5763,104638.86160891569
2192,219289.0510658672
13581,195853.3620548467
10720,150917.99851718667
1358,249427.6453025765
13366,327272.900976275
13539,384743.0838440295
12849,202950.2584431437
6794,176380.10988893322
525,463946.0105272777
12223,357532.1095251053
16271,133344.75903564235
5818,132786.09441336826
16588,256954.49358903657
8981,126617.54778267088
16476,128476.41482095137
14663,185370.93182438958
3,139630.0807694561
6615,134988.8690869049
12215,279027.18564710655
304,256333.46973070758
13634,228518.250434752
9208,167944.20993499734
2175,173697.1259816708
250,213515.67074524137
6045,194060.75878481296
10516,155577.2096970088
1852,476618.64345153334
1573,207682.6036904518
15079,163431.50126113775
5500,173961.25505285594
15775,175164.84391602845
3198,162390.32156428558
6718,191378.7963158725
4149,178831.39182841455
9627,258422.3323564647
7595,288438.4235287514
4538,197560.87170531388
3555,226232.34914806462
10483,354511.7167503142
8834,168722.72950705446
16412,179180.79163368966
6449,140913.5873272407
2767,171892.42775532973
11498,171569.46431595704
16472,143701.58711179264
178,323284.39915738726
10948,177758.42677225743
13313,318868.1172569876
8065,137228.77132903054
102,153765.35024384363
14428,195366.34427816435
11973,143404.51883006943
6663,193102.91402477026
15989,127876.66260824705
10955,399749.01257949823
11772,153099.03293076926
11364,236331.33364155088
7082,175536.64457073275
7749,519747.68547474174
6428,132359.21122643014
6869,104652.7195940474
295,171627.26828146778
12266,228705.29353435274
11129,188536.98787373735
826,427306.6804759174
3262,234218.2211790509
15641,290797.2259662044
1662,420075.54631358973
10926,222209.39817418077
10232,250111.4286897119
6376,184761.29108219285
7817,176888.8222933204
354,209556.5305670117
10076,187131.15463400714
11379,332936.65943717834
10184,131030.79464355059
4696,383944.756089333
13562,502509.49864522717
5436,179367.42091727405
13196,107420.62487638403
14939,337104.592881785
14004,176302.43014842895
5916,212866.97917404867
7229,182963.2419239932
9143,162163.5779059783
3440,202071.2852689641
319,171082.24000930323
11683,239904.21495150033
12647,240522.3971382684
12788,148339.54038734385
13662,246393.8517367479
423,278985.2242510448
5222,217676.0914024596
9242,185968.4024982949
2641,193215.64516508536
4855,150212.29201129396
5360,182615.28927850508
9799,157623.70420668504
5526,251872.83796314045
10309,167717.93715859836
2144,439793.5046746151
7191,182864.3279938678
6732,160538.03985986303
14789,156172.38568182633
13525,149290.4758026905
4066,231365.20004392226
16422,205413.33503694265
14890,216342.2534650812
2922,217394.86868939962
3601,124804.29848105452
13416,114455.74578821851
14363,184236.36299896936
9496,259556.6101201511
7115,326151.7819777669
8615,141741.65610733407
5218,68937.1082129476
9493,178354.4273075408
10623,180142.76515289853
2272,153565.6897269498
3352,341137.7896054706
84,176638.71668023444
8086,120325.3267543002
2595,231267.12154736777
3531,157637.20052469455
7460,355197.53433594963
9214,272050.12958802
2790,224811.09540969745
10548,256211.99325292214
9218,169695.88432868064
7435,186047.17014319875
15780,200502.29109393616
7640,215139.29587569434
6223,168023.93598402562
3425,110465.32914436514
10582,145183.6240650459
702,241899.31224153578
2111,180624.27571653097
11730,194716.019018273
9865,258620.1914226885
16478,336243.67089111015
1885,218766.55044993997
3956,367934.4303852599
16735,108291.25192596014
15264,189679.29410635232
15971,156594.83849566395
5584,226997.91038022138
15242,176148.0051145362
14358,165509.26981929436
11300,224190.84544532822
5446,179912.97073375672
3934,173005.0730268254
6610,181408.56162779353
10164,355556.50453031244
4646,189615.94145235763
13304,202645.25312096463
1985,206299.254232473
4746,136767.8076173093
7963,203789.56369030077
14083,286232.81726306514
13140,268738.7928028732
15023,257896.51718976663
13093,232718.38998535025
7160,165924.6904835292
7407,175807.5869548502
16056,181239.72166893102
751,491740.2527117792
6179,86554.07288855052
9137,275454.4572569372
10992,265940.7596189766
5744,463532.7529925287
10884,173628.9517399234
12858,265621.9071799654
13005,300950.07931407
16714,186146.94939670205
1419,249315.7646678121
6064,207231.52566911024
3771,187940.48210561555
5945,489250.8323605646
8453,65524.94030151589
3806,161126.6266732532
16748,242773.51510445602
11380,220797.16589848633
3107,208235.03139395994
12003,206459.82112491646
14567,242236.6440254075
1079,186746.6857054065
11705,132757.2781678917
7814,217402.06039016417
10174,163164.23657856055
5514,237230.67515096144
5265,244784.8412356822
10520,389387.9565228928
13195,213742.07009220019
14601,401768.4072094077
6012,190161.5154832318
13079,167985.43658272
9009,136063.247956084
3122,186952.32670490255
5470,235301.27152395732
4840,168479.48854657126
6270,265230.7074172834
9158,94336.80099181744
10120,125835.72063791932
10672,310345.9073351263
4573,147638.29114790887
12118,293405.681040492
7447,126608.08028019372
2171,202414.55722456228
6126,348280.91451240965
2836,173405.41052816555
1457,248702.24252679036
11165,223292.63129308252
5923,215557.43153355026
1813,199144.95176374243
3492,254765.24641371
1917,326500.129349033
965,426864.67701946496
15795,152720.65816709987
821,212786.87383444404
4568,175931.77732572806
9078,234369.2450529788
11371,118450.44348025782
5149,197513.0215101197
281,201458.88131582568
1918,250758.02850116216
776,134932.5569538378
210,205050.5499424601
10782,175504.47462337054
9653,181953.59385279997
9372,159808.87889981453
5868,191944.5177623635
6176,141825.61049059028
3969,109452.14199318511
7427,139108.38517138842
8544,488739.61548859323
5219,215022.8518516553
16488,128141.90923689879
5855,237573.3377962402
15920,120666.86292024421
4393,406806.08508982987
5770,151529.85607705262
2900,150317.04973219783
8622,91847.31689287444
11610,276065.33130659105
10969,125541.98761671428
11029,139147.78825858826
6193,322291.4820202325
14087,478778.8880170432
13623,167674.32748516175
16689,175113.23814886805
1027,229095.50936918613
949,143597.12672376065
672,117489.45512864161
13832,150406.8529194892
2471,196603.1394740868
8728,267083.4590242894
7742,245701.70841373468
2698,244054.39080527183
9084,176972.9192657509
6075,305397.24627888657
2874,168256.20655744048
13119,140499.2602334595
5010,211120.61888746748
1284,183288.61253851987
1151,170312.2925874333
5110,419186.6542215188
11386,168216.97477561058
8019,195158.78576195892
2859,128968.79964230888
16110,174635.47592689312
16027,277602.8361737198
14902,180452.0056400601
14301,204574.6144479095
2451,217777.8130601998
13596,138875.28002985683
1464,138922.50963766308
7927,391733.8979870574
9638,281851.20310551906
8009,301932.3839876007
11903,161782.8832432891
9243,116514.07173863235
547,184245.445573792
5511,122008.46441251125
11247,187240.01817984745
15928,285391.8361991739
3434,232493.37679243143
7614,116907.51551802084
1380,191357.46509950238
2770,137821.15925380454
111,179139.3005650247
5994,141741.35053364004
12341,212278.8172528287
2787,254006.3741244684
14410,305563.6088165834
15983,131781.60369245365
14876,225789.23613057326
653,163266.06811609725
2174,205677.8400781638
2575,334126.5425200194
7976,162915.31647449647
5812,314769.22663596435
13589,416256.8191818648
9122,145581.46470695804
8159,420904.72619343357
8754,315493.0214888418
9321,222748.19927075718
13535,177395.30691769882
2083,164978.70062425538
2689,381586.3610423074
2248,167520.88155837273
11649,169332.4622812918
11045,230132.9424109176
1276,90479.09790039714
5962,145150.40805341327
13012,167929.1819088309
4642,178977.348458948
179,173681.50993951075
15347,472103.58821371774
3339,156832.58630188677
